female,gender_not_specified,male,not_cis,asexual,bi/pan/demi_sexual,heterosexual,homosexual,queer,income,casual_dating,non_romantic_relationship,serious_dating,basic_education,graduate,undergrad,rural_location,semi_urban_location,urban_location,air_zodiac_sign,earth_zodiac_sign,fire_zodiac_sign,water_zodiac_sign,age,bio_length,likes_received,emoji_usage_rate,message_sent_count
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,56,12,38,0.09,29
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,25,497,107,0.16,18
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,55,326,24,0.28,50
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,49,167,179,0.23,40
0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,56,61,119,0.38,68
0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,47,20,180,0.6,27
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,31,437,44,0.56,57
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,35,205,33,0.48,47
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,55,21,23,0.25,59
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,52,140,54,0.4,35
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,48,70,22,0.5,53
1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,18,198,144,0.45,34
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,49,498,196,0.22,20
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,27,467,188,0.31,75
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,44,119,9,0.2,77
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,29,75,82,0.08,75
0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,19,374,82,0.1,55
1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,50,0,32,0.2,89
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,32,39,36,0.18,30
0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,47,179,63,0.38,32
0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,47,51,89,0.18,61
1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,58,87,26,0.27,48
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,42,80,155,0.09,6
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,49,201,60,0.07,73
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,52,105,51,0.31,21
0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,43,198,23,0.32,23
1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,43,385,144,0.5,89
0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,46,351,107,0.17,60
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,58,61,173,0.24,96
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,50,304,160,0.72,33
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,19,212,3,0.33,19
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,21,248,67,0.06,73
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,51,471,12,0.35,34
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,45,226,34,0.3,99
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,18,263,95,0.22,20
0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,46,470,8,0.16,46
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,44,90,125,0.25,60
0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,39,399,41,0.18,27
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,48,331,121,0.63,22
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,28,154,64,0.1,86
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,30,246,76,0.15,8
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,48,410,14,0.18,76
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,47,298,99,0.55,90
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,57,448,43,0.35,71
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,48,181,167,0.04,28
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,22,483,162,0.3,79
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,26,209,35,0.41,72
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,43,107,1,0.21,97
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,27,19,122,0.35,68
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,26,159,57,0.64,16
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,26,222,152,0.34,87
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,28,301,54,0.34,64
0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,47,428,169,0.45,2
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,23,322,52,0.11,1
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,51,54,72,0.24,63
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,44,352,127,0.21,61
0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,19,463,185,0.16,32
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,59,378,173,0.05,14
1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,46,93,95,0.38,14
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,35,30,33,0.48,20
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,53,57,123,0.29,52
0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,27,447,57,0.13,43
0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,41,285,38,0.27,78
0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,37,25,61,0.38,64
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,24,254,114,0.09,95
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,34,335,130,0.18,85
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,46,49,183,0.38,97
0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,51,71,11,0.16,91
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,52,173,200,0.33,13
0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,24,478,188,0.26,55
1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,42,214,129,0.11,77
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,34,280,76,0.12,40
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,45,326,128,0.53,41
0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,59,267,108,0.31,13
0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,38,385,15,0.44,69
0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,38,474,177,0.34,48
0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,32,331,162,0.18,47
1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,51,193,188,0.49,5
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,27,305,10,0.36,6
0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,39,212,17,0.26,69
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,56,243,192,0.07,71
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,32,276,29,0.04,92
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,28,497,21,0.42,98
0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,35,449,137,0.5,94
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,52,285,45,0.11,9
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,26,3,172,0.29,82
0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,21,44,175,0.09,36
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,37,73,139,0.36,38
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,45,156,140,0.68,26
1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,34,99,157,0.38,14
0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,57,297,25,0.08,62
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,59,156,84,0.13,88
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,23,223,182,0.17,35
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,56,430,165,0.28,35
0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,53,302,148,0.14,27
0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,48,261,34,0.19,11
0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,20,485,40,0.05,72
0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,42,105,59,0.14,66
0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,29,278,189,0.2,72
0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,34,246,88,0.12,77
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,51,308,47,0.3,91
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,29,11,165,0.39,31
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,55,264,42,0.15,51
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,37,406,105,0.13,74
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,30,67,58,0.59,13
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,27,385,200,0.29,15
0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,37,117,178,0.13,61
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,37,209,153,0.04,32
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,23,79,104,0.28,54
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,46,285,105,0.2,61
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,33,117,168,0.38,57
1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,55,2,41,0.1,11
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,42,314,185,0.49,83
0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,27,401,73,0.47,76
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,50,204,22,0.41,45
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,32,493,149,0.08,35
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,35,150,143,0.26,43
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,59,235,198,0.13,75
0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,23,264,105,0.17,68
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,18,457,80,0.21,73
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,37,182,63,0.2,19
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,38,444,126,0.44,35
0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,30,177,138,0.27,50
0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,37,185,148,0.15,78
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,27,385,53,0.38,47
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,45,195,142,0.12,25
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,35,249,184,0.28,38
0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,42,381,161,0.28,42
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,53,332,147,0.12,68
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,30,444,161,0.13,21
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,49,136,167,0.12,77
0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,48,120,5,0.05,84
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,40,268,6,0.42,97
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,56,67,113,0.17,67
0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,53,276,113,0.54,22
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,18,226,58,0.59,39
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,24,352,120,0.32,62
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,21,127,143,0.12,20
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,23,272,72,0.49,34
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,35,77,48,0.2,6
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,37,111,38,0.42,43
0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,33,200,14,0.41,9
1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,39,377,197,0.28,4
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,46,266,190,0.05,15
1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,39,406,83,0.41,35
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,35,80,197,0.32,63
0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,22,285,124,0.37,100
0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,24,224,10,0.25,71
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,50,79,41,0.7,57
0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,34,397,158,0.37,79
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,35,164,82,0.51,14
0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,41,328,25,0.14,49
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,31,475,53,0.16,10
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,41,155,187,0.28,9
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,48,285,145,0.06,95
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,23,336,102,0.13,20
0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,26,123,185,0.19,72
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,22,265,72,0.15,17
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,58,235,39,0.3,45
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,31,370,55,0.26,41
0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,56,171,20,0.18,44
1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,32,76,81,0.5,41
1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,55,221,129,0.33,37
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,37,396,102,0.11,89
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,52,136,63,0.25,99
0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,56,12,88,0.3,98
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,43,436,39,0.28,10
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,18,107,120,0.53,94
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,32,269,149,0.37,5
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,46,138,17,0.43,84
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,19,305,80,0.28,68
0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,27,381,85,0.03,20
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,43,77,7,0.14,43
0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,31,168,109,0.38,57
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,48,74,34,0.2,83
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,59,155,105,0.32,56
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,40,118,155,0.2,76
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,46,94,182,0.36,49
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,40,103,56,0.13,96
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,48,194,155,0.38,92
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,18,20,137,0.1,71
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,20,353,75,0.47,66
0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,22,232,115,0.28,75
0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,39,324,29,0.4,46
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,34,83,168,0.15,18
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,25,1,33,0.32,79
0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,44,232,150,0.28,52
0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,37,28,12,0.19,83
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,33,338,172,0.07,88
0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,28,419,94,0.12,8
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,51,313,53,0.01,7
0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,1,56,181,134,0.48,16
0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,43,12,49,0.19,59
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,35,353,2,0.58,36
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,46,426,157,0.2,22
0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,51,274,160,0.14,42
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,21,409,147,0.3,45
0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,48,442,47,0.31,100
0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,35,154,77,0.33,22
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,56,375,87,0.29,67
0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,37,477,29,0.36,5
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,46,327,147,0.23,26
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,40,7,40,0.11,79
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,39,159,62,0.08,78
0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,44,360,109,0.84,76
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,43,67,20,0.16,11
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,19,358,93,0.25,85
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,48,309,72,0.11,73
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,28,317,151,0.19,31
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,40,339,177,0.17,85
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,22,35,45,0.61,76
0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,27,0,193,0.5,96
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,30,467,76,0.35,86
0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,54,0,140,0.66,90
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,29,279,103,0.14,27
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,39,331,34,0.32,2
0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,58,260,159,0.41,54
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,28,210,182,0.16,69
0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,40,269,36,0.17,96
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,31,462,79,0.2,43
0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,24,472,42,0.28,76
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,45,146,188,0.59,62
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,31,378,154,0.08,19
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,56,478,21,0.12,19
1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,41,386,13,0.0,14
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,30,271,121,0.35,55
0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,28,439,110,0.14,34
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,23,394,187,0.21,24
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,33,179,26,0.26,28
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,56,362,153,0.59,15
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,50,393,163,0.58,54
0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,40,35,67,0.22,62
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,26,52,113,0.26,4
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,40,77,9,0.29,89
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,48,418,0,0.21,99
0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,24,491,93,0.05,43
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,19,322,178,0.16,88
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,46,405,125,0.12,69
